Gender,Height,Weight,SkinTone,BodyType,PreferredAestheticID,OccasionID
Female,Tall,Overweight,Dark,Inverted Triangle,2,1
Female,Tall,Overweight,Dark,Inverted Triangle,3,1
Female,Tall,Overweight,Dark,Inverted Triangle,1,1
Female,Tall,Overweight,Dark,Oval,2,1
Female,Tall,Overweight,Dark,Oval,3,1
Female,Tall,Overweight,Dark,Oval,1,1
Female,Tall,Fat,Fair,Rectangle,2,1
Female,Tall,Fat,Fair,Rectangle,3,1
Female,Tall,Fat,Fair,Rectangle,1,1
Female,Tall,Fat,Fair,Triangle,2,1
Female,Tall,Fat,Fair,Triangle,3,1
Female,Tall,Fat,Fair,Triangle,1,1
Female,Tall,Fat,Fair,Pear,2,1
Female,Tall,Fat,Fair,Pear,3,1
Female,Tall,Fat,Fair,Pear,1,1
Female,Tall,Fat,Fair,Hourglass,2,1
Female,Tall,Fat,Fair,Hourglass,3,1
Female,Tall,Fat,Fair,Hourglass,1,1
Female,Tall,Fat,Fair,Inverted Triangle,2,1
Female,Tall,Fat,Fair,Inverted Triangle,3,1
Female,Tall,Fat,Fair,Inverted Triangle,1,1
Female,Tall,Fat,Fair,Oval,2,1
Female,Tall,Fat,Fair,Oval,3,1
Female,Tall,Fat,Fair,Oval,1,1
Female,Tall,Fat,Brown,Rectangle,2,1
Female,Tall,Fat,Brown,Rectangle,3,1
Female,Tall,Fat,Brown,Rectangle,1,1
Female,Tall,Fat,Brown,Triangle,2,1
Female,Tall,Fat,Brown,Triangle,3,1
Female,Tall,Fat,Brown,Triangle,1,1
Female,Tall,Fat,Brown,Pear,2,1
Female,Tall,Fat,Brown,Pear,3,1
Female,Tall,Fat,Brown,Pear,1,1
Female,Tall,Fat,Brown,Hourglass,2,1
Female,Tall,Fat,Brown,Hourglass,3,1
Female,Tall,Fat,Brown,Hourglass,1,1
Female,Tall,Fat,Brown,Inverted Triangle,2,1
Female,Tall,Fat,Brown,Inverted Triangle,3,1
Female,Tall,Fat,Brown,Inverted Triangle,1,1
Female,Tall,Fat,Brown,Oval,2,1
Female,Tall,Fat,Brown,Oval,3,1
Female,Tall,Fat,Brown,Oval,1,1
Female,Tall,Fat,Dark,Rectangle,2,1
Female,Tall,Fat,Dark,Rectangle,3,1
Female,Tall,Fat,Dark,Rectangle,1,1
Female,Tall,Fat,Dark,Triangle,2,1
Female,Tall,Fat,Dark,Triangle,3,1
Female,Tall,Fat,Dark,Triangle,1,1
Female,Tall,Fat,Dark,Pear,2,1
Female,Tall,Fat,Dark,Pear,3,1
Female,Tall,Fat,Dark,Pear,1,1
Female,Tall,Fat,Dark,Hourglass,2,1
Female,Tall,Fat,Dark,Hourglass,3,1
Female,Tall,Fat,Dark,Hourglass,1,1
Female,Tall,Fat,Dark,Inverted Triangle,2,1
Female,Tall,Fat,Dark,Inverted Triangle,3,1
Female,Tall,Fat,Dark,Inverted Triangle,1,1
Female,Tall,Fat,Dark,Oval,2,1
Female,Tall,Fat,Dark,Oval,3,1
Female,Tall,Fat,Dark,Oval,1,1
Female,Tall,Medium,Fair,Rectangle,2,1
Female,Tall,Medium,Fair,Rectangle,3,1
Female,Tall,Medium,Fair,Rectangle,1,1
Female,Tall,Medium,Fair,Triangle,2,1
Female,Tall,Medium,Fair,Triangle,3,1
Female,Tall,Medium,Fair,Triangle,1,1
Female,Tall,Medium,Fair,Pear,2,1
Female,Tall,Medium,Fair,Pear,3,1
Female,Tall,Medium,Fair,Pear,1,1
Female,Tall,Medium,Fair,Hourglass,2,1
Female,Tall,Medium,Fair,Hourglass,3,1
Female,Tall,Medium,Fair,Hourglass,1,1
Female,Tall,Medium,Fair,Inverted Triangle,2,1
Female,Tall,Medium,Fair,Inverted Triangle,3,1
Female,Tall,Medium,Fair,Inverted Triangle,1,1
Female,Tall,Medium,Fair,Oval,2,1
Female,Tall,Medium,Fair,Oval,3,1
Female,Tall,Medium,Fair,Oval,1,1
Female,Tall,Medium,Brown,Rectangle,2,1
Female,Tall,Medium,Brown,Rectangle,3,1
Female,Tall,Medium,Brown,Rectangle,1,1
Female,Tall,Medium,Brown,Triangle,2,1
Female,Tall,Medium,Brown,Triangle,3,1
Female,Tall,Medium,Brown,Triangle,1,1
Female,Tall,Medium,Brown,Pear,2,1
Female,Tall,Medium,Brown,Pear,3,1
Female,Tall,Medium,Brown,Pear,1,1
Female,Tall,Medium,Brown,Hourglass,2,1
Female,Tall,Medium,Brown,Hourglass,3,1
Female,Tall,Medium,Brown,Hourglass,1,1
Female,Tall,Medium,Brown,Inverted Triangle,2,1
Female,Tall,Medium,Brown,Inverted Triangle,3,1
Female,Tall,Medium,Brown,Inverted Triangle,1,1
Female,Tall,Medium,Brown,Oval,2,1
Female,Tall,Medium,Brown,Oval,3,1
Female,Tall,Medium,Brown,Oval,1,1
Female,Tall,Medium,Dark,Rectangle,2,1
Female,Tall,Medium,Dark,Rectangle,3,1
Female,Tall,Medium,Dark,Rectangle,1,1
Female,Tall,Medium,Dark,Triangle,2,1
Female,Tall,Medium,Dark,Triangle,3,1
Female,Tall,Medium,Dark,Triangle,1,1
Female,Tall,Medium,Dark,Pear,2,1
Female,Tall,Medium,Dark,Pear,3,1
Female,Tall,Medium,Dark,Pear,1,1
Female,Tall,Medium,Dark,Hourglass,2,1
Female,Tall,Medium,Dark,Hourglass,3,1
Female,Tall,Medium,Dark,Hourglass,1,1
Female,Tall,Medium,Dark,Inverted Triangle,2,1
Female,Tall,Medium,Dark,Inverted Triangle,3,1
Female,Tall,Medium,Dark,Inverted Triangle,1,1
Female,Tall,Medium,Dark,Oval,2,1
Female,Tall,Medium,Dark,Oval,3,1
Female,Tall,Medium,Dark,Oval,1,1
Female,Tall,Thin,Fair,Rectangle,2,1
Female,Tall,Thin,Fair,Rectangle,3,1
Female,Tall,Thin,Fair,Rectangle,1,1
Female,Tall,Thin,Fair,Triangle,2,1
Female,Tall,Thin,Fair,Triangle,3,1
Female,Tall,Thin,Fair,Triangle,1,1
Female,Tall,Thin,Fair,Pear,2,1
Female,Tall,Thin,Fair,Pear,3,1
Female,Tall,Thin,Fair,Pear,1,1
Female,Tall,Thin,Fair,Hourglass,2,1
Female,Tall,Thin,Fair,Hourglass,3,1
Female,Tall,Thin,Fair,Hourglass,1,1
Female,Tall,Thin,Fair,Inverted Triangle,2,1
Female,Tall,Thin,Fair,Inverted Triangle,3,1
Female,Tall,Thin,Fair,Inverted Triangle,1,1
Female,Tall,Thin,Fair,Oval,2,1
Female,Tall,Thin,Fair,Oval,3,1
Female,Tall,Thin,Fair,Oval,1,1
Female,Tall,Thin,Brown,Rectangle,2,1
Female,Tall,Thin,Brown,Rectangle,3,1
Female,Tall,Thin,Brown,Rectangle,1,1
Female,Tall,Thin,Brown,Triangle,2,1
Female,Tall,Thin,Brown,Triangle,3,1
Female,Tall,Thin,Brown,Triangle,1,1
Female,Tall,Thin,Brown,Pear,2,1
Female,Tall,Thin,Brown,Pear,3,1
Female,Tall,Thin,Brown,Pear,1,1
Female,Tall,Thin,Brown,Hourglass,2,1
Female,Tall,Thin,Brown,Hourglass,3,1
Female,Tall,Thin,Brown,Hourglass,1,1
Female,Tall,Thin,Brown,Inverted Triangle,2,1
Female,Tall,Thin,Brown,Inverted Triangle,3,1
Female,Tall,Thin,Brown,Inverted Triangle,1,1
Female,Tall,Thin,Brown,Oval,2,1
Female,Tall,Thin,Brown,Oval,3,1
Female,Tall,Thin,Brown,Oval,1,1
Female,Tall,Thin,Dark,Rectangle,2,1
Female,Tall,Thin,Dark,Rectangle,3,1
Female,Tall,Thin,Dark,Rectangle,1,1
Female,Tall,Thin,Dark,Triangle,2,1
Female,Tall,Thin,Dark,Triangle,3,1
Female,Tall,Thin,Dark,Triangle,1,1
Female,Tall,Thin,Dark,Pear,2,1
Female,Tall,Thin,Dark,Pear,3,1
Female,Tall,Thin,Dark,Pear,1,1
Female,Tall,Thin,Dark,Hourglass,2,1
Female,Tall,Thin,Dark,Hourglass,3,1
Female,Tall,Thin,Dark,Hourglass,1,1
Female,Tall,Thin,Dark,Inverted Triangle,2,1
Female,Tall,Thin,Dark,Inverted Triangle,3,1
Female,Tall,Thin,Dark,Inverted Triangle,1,1
Female,Tall,Thin,Dark,Oval,2,1
Female,Tall,Thin,Dark,Oval,3,1
Female,Tall,Thin,Dark,Oval,1,1
Female,Tall,Underweight,Fair,Rectangle,2,1
Female,Tall,Underweight,Fair,Rectangle,3,1
Female,Tall,Underweight,Fair,Rectangle,1,1
Female,Tall,Underweight,Fair,Triangle,2,1
Female,Tall,Underweight,Fair,Triangle,3,1
Female,Tall,Underweight,Fair,Triangle,1,1
Female,Tall,Underweight,Fair,Pear,2,1
Female,Tall,Underweight,Fair,Pear,3,1
Female,Tall,Underweight,Fair,Pear,1,1
Female,Tall,Underweight,Fair,Hourglass,2,1
Female,Tall,Underweight,Fair,Hourglass,3,1
Female,Tall,Underweight,Fair,Hourglass,1,1
Female,Tall,Underweight,Fair,Inverted Triangle,2,1
Female,Tall,Underweight,Fair,Inverted Triangle,3,1
Female,Tall,Underweight,Fair,Inverted Triangle,1,1
Female,Tall,Underweight,Fair,Oval,2,1
Female,Tall,Underweight,Fair,Oval,3,1
Female,Tall,Underweight,Fair,Oval,1,1
Female,Tall,Underweight,Brown,Rectangle,2,1
Female,Tall,Underweight,Brown,Rectangle,3,1
Female,Tall,Underweight,Brown,Rectangle,1,1
Female,Tall,Underweight,Brown,Triangle,2,1
Female,Tall,Underweight,Brown,Triangle,3,1
Female,Tall,Underweight,Brown,Triangle,1,1
Female,Tall,Underweight,Brown,Pear,2,1
Female,Tall,Underweight,Brown,Pear,3,1
Female,Tall,Underweight,Brown,Pear,1,1
Female,Tall,Underweight,Brown,Hourglass,2,1
Female,Tall,Underweight,Brown,Hourglass,3,1
Female,Tall,Underweight,Brown,Hourglass,1,1
Female,Tall,Underweight,Brown,Inverted Triangle,2,1
Female,Tall,Underweight,Brown,Inverted Triangle,3,1
Female,Tall,Underweight,Brown,Inverted Triangle,1,1
Female,Tall,Underweight,Brown,Oval,2,1
Female,Tall,Underweight,Brown,Oval,3,1
Female,Tall,Underweight,Brown,Oval,1,1
Female,Tall,Underweight,Dark,Rectangle,2,1
Female,Tall,Underweight,Dark,Rectangle,3,1
Female,Tall,Underweight,Dark,Rectangle,1,1
Female,Tall,Underweight,Dark,Triangle,2,1
Female,Tall,Underweight,Dark,Triangle,3,1
Female,Tall,Underweight,Dark,Triangle,1,1
Female,Tall,Underweight,Dark,Pear,2,1
Female,Tall,Underweight,Dark,Pear,3,1
Female,Tall,Underweight,Dark,Pear,1,1
Female,Tall,Underweight,Dark,Hourglass,2,1
Female,Tall,Underweight,Dark,Hourglass,3,1
Female,Tall,Underweight,Dark,Hourglass,1,1
Female,Tall,Underweight,Dark,Inverted Triangle,2,1
Female,Tall,Underweight,Dark,Inverted Triangle,3,1
Female,Tall,Underweight,Dark,Inverted Triangle,1,1
Female,Tall,Underweight,Dark,Oval,2,1
Female,Tall,Underweight,Dark,Oval,3,1
Female,Tall,Underweight,Dark,Oval,1,1
Male,Short,Overweight,Fair,Rectangle,2,2
Male,Short,Overweight,Fair,Rectangle,3,2
Male,Short,Overweight,Fair,Rectangle,1,2
Male,Short,Overweight,Fair,Triangle,2,2
Male,Short,Overweight,Fair,Triangle,3,2
Male,Short,Overweight,Fair,Triangle,1,2
Male,Short,Overweight,Fair,Pear,2,2
Male,Short,Overweight,Fair,Pear,3,2
Male,Short,Overweight,Fair,Pear,1,2
Male,Short,Overweight,Fair,Hourglass,2,2
Male,Short,Overweight,Fair,Hourglass,3,2
Male,Short,Overweight,Fair,Hourglass,1,2
Male,Short,Overweight,Fair,Inverted Triangle,2,2
Male,Short,Overweight,Fair,Inverted Triangle,3,2
Male,Short,Overweight,Fair,Inverted Triangle,1,2
Male,Short,Overweight,Fair,Oval,2,2
Male,Short,Overweight,Fair,Oval,3,2
Male,Short,Overweight,Fair,Oval,1,2
Male,Short,Overweight,Brown,Rectangle,2,2
Male,Short,Overweight,Brown,Rectangle,3,2
Male,Short,Overweight,Brown,Rectangle,1,2
Male,Short,Overweight,Brown,Triangle,2,2
Male,Short,Overweight,Brown,Triangle,3,2
Male,Short,Overweight,Brown,Triangle,1,2
Male,Short,Overweight,Brown,Pear,2,2
Male,Short,Overweight,Brown,Pear,3,2
Male,Short,Overweight,Brown,Pear,1,2
Male,Short,Overweight,Brown,Hourglass,2,2
Male,Short,Overweight,Brown,Hourglass,3,2
Male,Short,Overweight,Brown,Hourglass,1,2
Male,Short,Overweight,Brown,Inverted Triangle,2,2
Male,Short,Overweight,Brown,Inverted Triangle,3,2
Male,Short,Overweight,Brown,Inverted Triangle,1,2
Male,Short,Overweight,Brown,Oval,2,2
Male,Short,Overweight,Brown,Oval,3,2
Male,Short,Overweight,Brown,Oval,1,2
Male,Short,Overweight,Dark,Rectangle,2,2
Male,Short,Overweight,Dark,Rectangle,3,2
Male,Short,Overweight,Dark,Rectangle,1,2
Male,Short,Overweight,Dark,Triangle,2,2
Male,Short,Overweight,Dark,Triangle,3,2
Male,Short,Overweight,Dark,Triangle,1,2
Male,Short,Overweight,Dark,Pear,2,2
Male,Short,Overweight,Dark,Pear,3,2
Male,Short,Overweight,Dark,Pear,1,2
Male,Short,Overweight,Dark,Hourglass,2,2
Male,Short,Overweight,Dark,Hourglass,3,2
Male,Short,Overweight,Dark,Hourglass,1,2
Male,Short,Overweight,Dark,Inverted Triangle,2,2
Male,Short,Overweight,Dark,Inverted Triangle,3,2
Male,Short,Overweight,Dark,Inverted Triangle,1,2
Male,Short,Overweight,Dark,Oval,2,2
Male,Short,Overweight,Dark,Oval,3,2
Male,Short,Overweight,Dark,Oval,1,2
Male,Short,Fat,Fair,Rectangle,2,2
Male,Short,Fat,Fair,Rectangle,3,2
Male,Short,Fat,Fair,Rectangle,1,2
Male,Short,Fat,Fair,Triangle,2,2
Male,Short,Fat,Fair,Triangle,3,2
Male,Short,Fat,Fair,Triangle,1,2
Male,Short,Fat,Fair,Pear,2,2
Male,Short,Fat,Fair,Pear,3,2
Male,Short,Fat,Fair,Pear,1,2
Male,Short,Fat,Fair,Hourglass,2,2
Male,Short,Fat,Fair,Hourglass,3,2
Male,Short,Fat,Fair,Hourglass,1,2
Male,Short,Fat,Fair,Inverted Triangle,2,2
Male,Short,Fat,Fair,Inverted Triangle,3,2
Male,Short,Fat,Fair,Inverted Triangle,1,2
Male,Short,Fat,Fair,Oval,2,2
Male,Short,Fat,Fair,Oval,3,2
Male,Short,Fat,Fair,Oval,1,2
Male,Short,Fat,Brown,Rectangle,2,2
Male,Short,Fat,Brown,Rectangle,3,2
Male,Short,Fat,Brown,Rectangle,1,2
Male,Short,Fat,Brown,Triangle,2,2
Male,Short,Fat,Brown,Triangle,3,2
Male,Short,Fat,Brown,Triangle,1,2
Male,Short,Fat,Brown,Pear,2,2
Male,Short,Fat,Brown,Pear,3,2
Male,Short,Fat,Brown,Pear,1,2
Male,Short,Fat,Brown,Hourglass,2,2
Male,Short,Fat,Brown,Hourglass,3,2
Male,Short,Fat,Brown,Hourglass,1,2
Male,Short,Fat,Brown,Inverted Triangle,2,2
Male,Short,Fat,Brown,Inverted Triangle,3,2
Male,Short,Fat,Brown,Inverted Triangle,1,2
Male,Short,Fat,Brown,Oval,2,2
Male,Short,Fat,Brown,Oval,3,2
Male,Short,Fat,Brown,Oval,1,2
Male,Short,Fat,Dark,Rectangle,2,2
Male,Short,Fat,Dark,Rectangle,3,2
Male,Short,Fat,Dark,Rectangle,1,2
Male,Short,Fat,Dark,Triangle,2,2
Male,Short,Fat,Dark,Triangle,3,2
Male,Short,Fat,Dark,Triangle,1,2
Male,Short,Fat,Dark,Pear,2,2
Male,Short,Fat,Dark,Pear,3,2
Male,Short,Fat,Dark,Pear,1,2
Male,Short,Fat,Dark,Hourglass,2,2
Male,Short,Fat,Dark,Hourglass,3,2
Male,Short,Fat,Dark,Hourglass,1,2
Male,Short,Fat,Dark,Inverted Triangle,2,2
Male,Short,Fat,Dark,Inverted Triangle,3,2
Male,Short,Fat,Dark,Inverted Triangle,1,2
Male,Short,Fat,Dark,Oval,2,2
Male,Short,Fat,Dark,Oval,3,2
Male,Short,Fat,Dark,Oval,1,2
Male,Short,Medium,Fair,Rectangle,2,2
Male,Short,Medium,Fair,Rectangle,3,2
Male,Short,Medium,Fair,Rectangle,1,2
Male,Short,Medium,Fair,Triangle,2,2
Male,Short,Medium,Fair,Triangle,3,2
Male,Short,Medium,Fair,Triangle,1,2
Male,Short,Medium,Fair,Pear,2,2
Male,Short,Medium,Fair,Pear,3,2
Male,Short,Medium,Fair,Pear,1,2
Male,Short,Medium,Fair,Hourglass,2,2
Male,Short,Medium,Fair,Hourglass,3,2
Male,Short,Medium,Fair,Hourglass,1,2
Male,Short,Medium,Fair,Inverted Triangle,2,2
Male,Short,Medium,Fair,Inverted Triangle,3,2
Male,Short,Medium,Fair,Inverted Triangle,1,2
Male,Short,Medium,Fair,Oval,2,2
Male,Short,Medium,Fair,Oval,3,2
Male,Short,Medium,Fair,Oval,1,2
Male,Short,Medium,Brown,Rectangle,2,2
Male,Short,Medium,Brown,Rectangle,3,2
Male,Short,Medium,Brown,Rectangle,1,2
Male,Short,Medium,Brown,Triangle,2,2
Male,Short,Medium,Brown,Triangle,3,2
Male,Short,Medium,Brown,Triangle,1,2
Male,Short,Medium,Brown,Pear,2,2
Male,Short,Medium,Brown,Pear,3,2
Male,Short,Medium,Brown,Pear,1,2
Male,Short,Medium,Brown,Hourglass,2,2
Male,Short,Medium,Brown,Hourglass,3,2
Male,Short,Medium,Brown,Hourglass,1,2
Male,Short,Medium,Brown,Inverted Triangle,2,2
Male,Short,Medium,Brown,Inverted Triangle,3,2
Male,Short,Medium,Brown,Inverted Triangle,1,2
Male,Short,Medium,Brown,Oval,2,2
Male,Short,Medium,Brown,Oval,3,2
Male,Short,Medium,Brown,Oval,1,2
Male,Short,Medium,Dark,Rectangle,2,2
Male,Short,Medium,Dark,Rectangle,3,2
Male,Short,Medium,Dark,Rectangle,1,2
Male,Short,Medium,Dark,Triangle,2,2
Male,Short,Medium,Dark,Triangle,3,2
Male,Short,Medium,Dark,Triangle,1,2
Male,Short,Medium,Dark,Pear,2,2
Male,Short,Medium,Dark,Pear,3,2
Male,Short,Medium,Dark,Pear,1,2
Male,Short,Medium,Dark,Hourglass,2,2
Male,Short,Medium,Dark,Hourglass,3,2
Male,Short,Medium,Dark,Hourglass,1,2
Male,Short,Medium,Dark,Inverted Triangle,2,2
Male,Short,Medium,Dark,Inverted Triangle,3,2
Male,Short,Medium,Dark,Inverted Triangle,1,2
Male,Short,Medium,Dark,Oval,2,2
Male,Short,Medium,Dark,Oval,3,2
Male,Short,Medium,Dark,Oval,1,2
Male,Short,Thin,Fair,Rectangle,2,2
Male,Short,Thin,Fair,Rectangle,3,2
Male,Short,Thin,Fair,Rectangle,1,2
Male,Short,Thin,Fair,Triangle,2,2
Male,Short,Thin,Fair,Triangle,3,2
Male,Short,Thin,Fair,Triangle,1,2
Male,Short,Thin,Fair,Pear,2,2
Male,Short,Thin,Fair,Pear,3,2
Male,Short,Thin,Fair,Pear,1,2
Male,Short,Thin,Fair,Hourglass,2,2
Male,Short,Thin,Fair,Hourglass,3,2
Male,Short,Thin,Fair,Hourglass,1,2
Male,Short,Thin,Fair,Inverted Triangle,2,2
Male,Short,Thin,Fair,Inverted Triangle,3,2
Male,Short,Thin,Fair,Inverted Triangle,1,2
Male,Short,Thin,Fair,Oval,2,2
Male,Short,Thin,Fair,Oval,3,2
Male,Short,Thin,Fair,Oval,1,2
Male,Short,Thin,Brown,Rectangle,2,2
Male,Short,Thin,Brown,Rectangle,3,2
Male,Short,Thin,Brown,Rectangle,1,2
Male,Short,Thin,Brown,Triangle,2,2
Male,Short,Thin,Brown,Triangle,3,2
Male,Short,Thin,Brown,Triangle,1,2
Male,Short,Thin,Brown,Pear,2,2
Male,Short,Thin,Brown,Pear,3,2
Male,Short,Thin,Brown,Pear,1,2
Male,Short,Thin,Brown,Hourglass,2,2
Male,Short,Thin,Brown,Hourglass,3,2
Male,Short,Thin,Brown,Hourglass,1,2
Male,Short,Thin,Brown,Inverted Triangle,2,2
Male,Short,Thin,Brown,Inverted Triangle,3,2
Male,Short,Thin,Brown,Inverted Triangle,1,2
Male,Short,Thin,Brown,Oval,2,2
Male,Short,Thin,Brown,Oval,3,2
Male,Short,Thin,Brown,Oval,1,2
Male,Short,Thin,Dark,Rectangle,2,2
Male,Short,Thin,Dark,Rectangle,3,2
Male,Short,Thin,Dark,Rectangle,1,2
Male,Short,Thin,Dark,Triangle,2,2
Male,Short,Thin,Dark,Triangle,3,2
Male,Short,Thin,Dark,Triangle,1,2
Male,Short,Thin,Dark,Pear,2,2
Male,Short,Thin,Dark,Pear,3,2
Male,Short,Thin,Dark,Pear,1,2
Male,Short,Thin,Dark,Hourglass,2,2
Male,Short,Thin,Dark,Hourglass,3,2
Male,Short,Thin,Dark,Hourglass,1,2
Male,Short,Thin,Dark,Inverted Triangle,2,2
Male,Short,Thin,Dark,Inverted Triangle,3,2
Male,Short,Thin,Dark,Inverted Triangle,1,2
Male,Short,Thin,Dark,Oval,2,2
Male,Short,Thin,Dark,Oval,3,2
Male,Short,Thin,Dark,Oval,1,2
Male,Short,Underweight,Fair,Rectangle,2,2
Male,Short,Underweight,Fair,Rectangle,3,2
Male,Short,Underweight,Fair,Rectangle,1,2
Male,Short,Underweight,Fair,Triangle,2,2
Male,Short,Underweight,Fair,Triangle,3,2
Male,Short,Underweight,Fair,Triangle,1,2
Male,Short,Underweight,Fair,Pear,2,2
Male,Short,Underweight,Fair,Pear,3,2
Male,Short,Underweight,Fair,Pear,1,2
Male,Short,Underweight,Fair,Hourglass,2,2
Male,Short,Underweight,Fair,Hourglass,3,2
Male,Short,Underweight,Fair,Hourglass,1,2
Male,Short,Underweight,Fair,Inverted Triangle,2,2
Male,Short,Underweight,Fair,Inverted Triangle,3,2
Male,Short,Underweight,Fair,Inverted Triangle,1,2
Male,Short,Underweight,Fair,Oval,2,2
Male,Short,Underweight,Fair,Oval,3,2
Male,Short,Underweight,Fair,Oval,1,2
Male,Short,Underweight,Brown,Rectangle,2,2
Male,Short,Underweight,Brown,Rectangle,3,2
Male,Short,Underweight,Brown,Rectangle,1,2
Male,Short,Underweight,Brown,Triangle,2,2
Male,Short,Underweight,Brown,Triangle,3,2
Male,Short,Underweight,Brown,Triangle,1,2
Male,Short,Underweight,Brown,Pear,2,2
Male,Short,Underweight,Brown,Pear,3,2
Male,Short,Underweight,Brown,Pear,1,2
Male,Short,Underweight,Brown,Hourglass,2,2
Male,Short,Underweight,Brown,Hourglass,3,2
Male,Short,Underweight,Brown,Hourglass,1,2
Male,Short,Underweight,Brown,Inverted Triangle,2,2
Male,Short,Underweight,Brown,Inverted Triangle,3,2
Male,Short,Underweight,Brown,Inverted Triangle,1,2
Male,Short,Underweight,Brown,Oval,2,2
Male,Short,Underweight,Brown,Oval,3,2
Male,Short,Underweight,Brown,Oval,1,2
Male,Short,Underweight,Dark,Rectangle,2,2
Male,Short,Underweight,Dark,Rectangle,3,2
Male,Short,Underweight,Dark,Rectangle,1,2
Male,Short,Underweight,Dark,Triangle,2,2
Male,Short,Underweight,Dark,Triangle,3,2
Male,Short,Underweight,Dark,Triangle,1,2
Male,Short,Underweight,Dark,Pear,2,2
Male,Short,Underweight,Dark,Pear,3,2
Male,Short,Underweight,Dark,Pear,1,2
Male,Short,Underweight,Dark,Hourglass,2,2
Male,Short,Underweight,Dark,Hourglass,3,2
Male,Short,Underweight,Dark,Hourglass,1,2
Male,Short,Underweight,Dark,Inverted Triangle,2,2
Male,Short,Underweight,Dark,Inverted Triangle,3,2
Male,Short,Underweight,Dark,Inverted Triangle,1,2
Male,Short,Underweight,Dark,Oval,2,2
Male,Short,Underweight,Dark,Oval,3,2
Male,Short,Underweight,Dark,Oval,1,2
Male,Medium,Overweight,Fair,Rectangle,2,2
Male,Medium,Overweight,Fair,Rectangle,3,2
Male,Medium,Overweight,Fair,Rectangle,1,2
Male,Medium,Overweight,Fair,Triangle,2,2
Male,Medium,Overweight,Fair,Triangle,3,2
Male,Medium,Overweight,Fair,Triangle,1,2
Male,Medium,Overweight,Fair,Pear,2,2
Male,Medium,Overweight,Fair,Pear,3,2
Male,Medium,Overweight,Fair,Pear,1,2
Male,Medium,Overweight,Fair,Hourglass,2,2
Male,Medium,Overweight,Fair,Hourglass,3,2
Male,Medium,Overweight,Fair,Hourglass,1,2
Male,Medium,Overweight,Fair,Inverted Triangle,2,2
Male,Medium,Overweight,Fair,Inverted Triangle,3,2
Male,Medium,Overweight,Fair,Inverted Triangle,1,2
Male,Medium,Overweight,Fair,Oval,2,2
Male,Medium,Overweight,Fair,Oval,3,2
Male,Medium,Overweight,Fair,Oval,1,2
Male,Medium,Overweight,Brown,Rectangle,2,2
Male,Medium,Overweight,Brown,Rectangle,3,2
Male,Medium,Overweight,Brown,Rectangle,1,2
Male,Medium,Overweight,Brown,Triangle,2,2
Male,Medium,Overweight,Brown,Triangle,3,2
Male,Medium,Overweight,Brown,Triangle,1,2
Male,Medium,Overweight,Brown,Pear,2,2
Male,Medium,Overweight,Brown,Pear,3,2
Male,Medium,Overweight,Brown,Pear,1,2
Male,Medium,Overweight,Brown,Hourglass,2,2
Male,Medium,Overweight,Brown,Hourglass,3,2
Male,Medium,Overweight,Brown,Hourglass,1,2
Male,Medium,Overweight,Brown,Inverted Triangle,2,2
Male,Medium,Overweight,Brown,Inverted Triangle,3,2
Male,Medium,Overweight,Brown,Inverted Triangle,1,2
Male,Medium,Overweight,Brown,Oval,2,2
Male,Medium,Overweight,Brown,Oval,3,2
Male,Medium,Overweight,Brown,Oval,1,2
Male,Medium,Overweight,Dark,Rectangle,2,2
Male,Medium,Overweight,Dark,Rectangle,3,2
Male,Medium,Overweight,Dark,Rectangle,1,2
Male,Medium,Overweight,Dark,Triangle,2,2
Male,Medium,Overweight,Dark,Triangle,3,2
Male,Medium,Overweight,Dark,Triangle,1,2
Male,Medium,Overweight,Dark,Pear,2,2
Male,Medium,Overweight,Dark,Pear,3,2
Male,Medium,Overweight,Dark,Pear,1,2
Male,Medium,Overweight,Dark,Hourglass,2,2
Male,Medium,Overweight,Dark,Hourglass,3,2
Male,Medium,Overweight,Dark,Hourglass,1,2
Male,Medium,Overweight,Dark,Inverted Triangle,2,2
Male,Medium,Overweight,Dark,Inverted Triangle,3,2
Male,Medium,Overweight,Dark,Inverted Triangle,1,2
Male,Medium,Overweight,Dark,Oval,2,2
Male,Medium,Overweight,Dark,Oval,3,2
Male,Medium,Overweight,Dark,Oval,1,2
Male,Medium,Fat,Fair,Rectangle,2,2
Male,Medium,Fat,Fair,Rectangle,3,2
Male,Medium,Fat,Fair,Rectangle,1,2
Male,Medium,Fat,Fair,Triangle,2,2
Male,Medium,Fat,Fair,Triangle,3,2
Male,Medium,Fat,Fair,Triangle,1,2
Male,Medium,Fat,Fair,Pear,2,2
Male,Medium,Fat,Fair,Pear,3,2
Male,Medium,Fat,Fair,Pear,1,2
Male,Medium,Fat,Fair,Hourglass,2,2
Male,Medium,Fat,Fair,Hourglass,3,2
Male,Medium,Fat,Fair,Hourglass,1,2
Male,Medium,Fat,Fair,Inverted Triangle,2,2
Male,Medium,Fat,Fair,Inverted Triangle,3,2
Male,Medium,Fat,Fair,Inverted Triangle,1,2
Male,Medium,Fat,Fair,Oval,2,2
Male,Medium,Fat,Fair,Oval,3,2
Male,Medium,Fat,Fair,Oval,1,2
Male,Medium,Fat,Brown,Rectangle,2,2
Male,Medium,Fat,Brown,Rectangle,3,2
Male,Medium,Fat,Brown,Rectangle,1,2
